"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"171","86.11.210",149,321788,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_210.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_210.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-589.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of flax deliveries, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 612 B.C.",-612,-612,"Clay","1.62 x 2.5 x .85 in. (4.11 x 6.35 x 2.15 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.2, 'Height': 4.11, 'Width': 6.35}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321788","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500822","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 036","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 036","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"172","86.11.211",477,321789,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_211.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_211.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-392.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver","Assyrian","Neo-Assyrian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 656 B.C.",-656,-656,"Clay","3.7 x 6.3 x 2.5 cm (1 1/2 x 2 1/2 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 3.7, 'Width': 6.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321789","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412283","","","","","","21198/zz00217j2d","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010"," ama - uma-ukin.12.11.25","","10/21/2018"," ama - uma-ukin.12.11.25","","CTMMA 3, 005","",NA,"","",NA,"Legal",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 3, 005","uncertain (mod. Himeri)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"173","86.11.212",487,321790,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_212.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_212.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-583.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of barley deliveries, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 617 B.C.",-617,-617,"Clay","1.75 x 3 x 1 in. (4.45 x 7.62 x 2.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.45, 'Thickness': 2.4, 'Width': 7.62}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321790","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500823","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 030","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 030","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"174","86.11.213",557,321791,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_213.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_213.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-590.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of sheep deliveries for offerings, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 549 B.C.",-549,-549,"Clay","1.5 x 2.12 x .85 in. (3.81 x 5.38 x 2.15 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2.15, 'Width': 5.38}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321791","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500824","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 037","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 037","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"175","86.11.215",563,321793,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_215.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_215.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-606.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of oxen given to ploughmen, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 609 B.C.",-609,-609,"Clay","1.5 x 2 x .93 in. (3.81 x 5.08 x 2.35 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2.35, 'Width': 5.08}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321793","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500825","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 053","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 053","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"176","86.11.216",406,321794,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_216.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_216.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-566.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: allocation account, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 626–539 B.C.",-626,-539,"Clay","1.75 x 2.5 x .85 in. (4.45 x 6.35 x 2.15 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.45, 'Thickness': 2.15, 'Width': 6.35}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321794","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500826","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 013","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 013","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"177","86.11.217",407,321795,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_217.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_217.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-394.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: purchase of date-palm orchard","Assyrian","Neo-Assyrian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 632 B.C.",-632,-632,"Clay","4.9 x 5.4 x 2.3 cm (1 7/8 x 2 1/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.3, 'Height': 4.9, 'Width': 5.4}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Uruk (modern Warka)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321795","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412285","","","","","","21198/zz00217j4f","no atf","","Spar, Ira & Dassow, Eva von","purchase of date-palm orchard",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Kandalanu.16.09.20","","10/21/2018","Kandalanu.16.09.20","","CTMMA 3, 007","",NA,"","",NA,"Legal",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 3, 007","Uruk (mod. Warka)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"178","86.11.218",234,321796,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_218.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_218.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-651.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of silver for purchase of animals, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–6th century B.C.",-700,-500,"Clay","1.37 x 2.12 x .61 in. (3.48 x 5.38 x 1.55 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.48, 'Thickness': 1.55, 'Width': 5.38}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321796","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500827","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 096","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 096","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"179","86.11.219",51,321797,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_219.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_219.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-654.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: receipt of silver for a wash-bowl","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–6th century B.C.",-700,-500,"Clay","1.12 x 1.5 x .63 in. (2.84 x 3.81 x 1.6 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 2.84, 'Thickness': 1.6, 'Width': 3.81}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","Sippar (?)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321797","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500828","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 099","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 099","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"180","86.11.220",587,321798,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_220.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_220.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-609.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of date disbursements for prebendary brewers and bakers, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 617 B.C.",-617,-617,"Clay","1.62 x 2.87 x 1 in. (4.11 x 7.29 x 2.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.4, 'Height': 4.11, 'Width': 7.29}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321798","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500829","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 056","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 056","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"181","86.11.221",202,321799,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_221.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_221.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-591.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of blanket delivery, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 605 B.C.",-605,-605,"Clay","1.32 x 2.25 x .75 in. (3.35 x 5.72 x 1.8 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.35, 'Thickness': 1.8, 'Width': 5.72}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321799","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500830","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 038","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 038","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"182","86.11.222",235,321800,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_222.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_222.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-593.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of receipt of apparel for divinities, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 605–562 B.C.",-605,-562,"Clay","1.37 x 2 x .75 in. (3.48 x 5.08 x 1.9 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.48, 'Thickness': 1.9, 'Width': 5.08}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321800","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500831","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 040","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 040","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"183","86.11.223",410,321801,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_223.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_223.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-557.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: contract for workmen, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 591 B.C.",-591,-591,"Clay","1.5 x 1.87 x 1 in. (3.81 x 4.75 x 2.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2.5, 'Width': 4.75}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321801","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500832","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 004","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 004","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"184","86.11.224",100,321802,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_224.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_224.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-066.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: loan of silver","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 1646 B.C.",-1646,-1646,"Clay","4.8 x 4.1 x 2.6 cm (1 7/8 x 1 5/8 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.6, 'Height': 4.8, 'Width': 4.1}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321802","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273557","","","","","","21198/zz001vfvns","Woestenburg, Els","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","","","1/7/2019","","20050805 cdliadmin","CTMMA 1, 052","",NA,"","",NA,"Administrative",NA,NA,"?","","","150ppi 20160630","clay","","","tablet","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 052","","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"185","86.11.225",489,321803,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_225.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_225.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-586.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of esru-tithe payments, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 576 B.C.",-576,-576,"Clay","1.5 x 2 x .79 in. (3.81 x 5.08 x 2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2, 'Width': 5.08}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321803","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500833","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 033","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 033","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
